loan_status,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
Fully Paid,1052379,1283500,15000,15000,15000, 36 months,6.03,456.54,A,A1,GGS Technical Publications,2 years,MORTGAGE,47760,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052379,"  Borrower added on 12/03/11 > I am adding a spa and extending the roof line of my home over a new concrete patio that I funded out of my own pocket. The patio is 935 sq ft, approximately 700 sq ft will be covered by the roof extension. If there are any funds left over, I will use them on landscaping around the new patio.<br><br> Borrower added on 12/03/11 > I have just completed a 935 sq ft cement patio funded out of my own pocket. I plan to add a Thermo Spa and extend the roof line of my home over it. If there are any funds left, I plan to use them on landscaping around the new structure.<br><br> Borrower added on 12/03/11 > I have worked as a contractor for the same company since March of 2008. I have a high credit score and low debt. My mortgage payment is very low, only 14% of my monthly income.<br>",home_improvement,Back Yard,273xx,NC,9.12,0,Aug-1992,0,,,7,0,1582,6.5,22,f,0,0,16421.0007145,16421,15000,1421,0,0,0,Sep-2014,1816.4,,Sep-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1043109,1273612,18000,18000,18000, 36 months,12.42,601.48,B,B4,Comcast,1 year,RENT,50000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1043109,  Borrower added on 12/06/11 > Looking to pay off my outstanding balances on credit cards. I realize getting an loan to pay off the balance will get me in the right direct I need to be in.<br>,debt_consolidation,debit consolidation,606xx,IL,23.45,0,Sep-2000,0,,,11,0,18741,73.2,19,f,0,0,20756.19,20756.19,18000,2756.19,0,0,0,Jul-2013,9947.69,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1052376,1283497,19000,19000,18975, 60 months,17.58,478.15,D,D4,Webtrends,1 year,RENT,49200,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052376,  Borrower added on 12/03/11 > credit card debt consolidation<br>,debt_consolidation,Credit card consolidation,972xx,OR,22.34,0,Oct-1994,0,,,8,0,18884,94.4,21,f,0,0,18594.87,18570.59,9365.96,7812.08,0,1416.83,248.664600005,Dec-2014,478.15,,May-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1052094,1283637,30000,30000,30000, 60 months,13.49,690.15,C,C1,Connecticut Light & Power Co,10+ years,MORTGAGE,145000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052094,,debt_consolidation,Debt Consolidation Loan,063xx,CT,5.74,0,Aug-1985,3,,,6,0,28648,61,26,f,0,0,40163.8628445,40163.86,30000,10163.86,0,0,0,May-2015,12575.54,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1049941,1281351,35000,35000,35000, 36 months,7.9,1095.16,A,A4,AMG Medical,< 1 year,MORTGAGE,264000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1049941,,home_improvement,Home_Improvement Loan,334xx,FL,2.45,0,Oct-1998,0,,,12,0,24864,59.3,39,f,0,0,39417.8778969,39417.88,35000,4417.88,0,0,0,Nov-2014,2188.94,,Nov-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1052155,1283698,16000,16000,15975, 36 months,7.9,500.65,A,A4,Tampa Korean United Methodist Church,< 1 year,OWN,51000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052155,,credit_card,Credit Pay Off,336xx,FL,20.59,0,Jul-2003,0,,,12,0,12779,57,20,f,0,0,18021.537127,17993.38,16000,2021.54,0,0,0,Dec-2014,510.23,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051809,1283310,4000,4000,4000, 60 months,18.64,102.98,E,E1,B&N Construction,6 years,RENT,48000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051809,"  Borrower added on 12/03/11 > I will be using this loan to consolidate some high interest credit cards so I have one payment instead of 3 or 4.  I have never had a late payment on anything.<br> Borrower added on 12/04/11 > I need this to make eliminating the debt more manageable and less costly.  <br> Borrower added on 12/05/11 > If I'm able to get this loan, the extra income that this loan will free up will go towards building up savings and back towards this loan to pay it off sooner.  <br>",debt_consolidation,Debt Consolidation,559xx,MN,19.15,0,May-2003,2,,,9,0,16543,63.4,25,f,0,0,1230.96,1230.96,532.21,698.75,0,0,0,Dec-2012,102.98,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1035508,1265335,7000,7000,7000, 36 months,7.51,217.78,A,A3,Foundation Source,4 years,MORTGAGE,67000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1035508,,debt_consolidation,Debt Consolidation,064xx,CT,16.33,0,Nov-2001,0,,,12,0,15081,57.6,24,f,0,0,7833.0195217,7833.02,7000,833.02,0,0,0,Oct-2014,519.28,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1052133,1283676,12000,12000,12000, 60 months,15.96,291.57,C,C5,Erickson-Hall Construction Co.,2 years,MORTGAGE,42000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052133,,debt_consolidation,Debt Consolidation,928xx,CA,26.11,0,Sep-1990,1,,,7,0,21114,97.2,23,f,0,0,17192.089986,17192.09,12000,5192.09,0,0,0,Nov-2015,3779.87,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1042417,1272495,12000,12000,12000, 60 months,12.69,271.14,B,B5,Lummi High School,4 years,RENT,45000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042417,"  Borrower added on 12/07/11 > The loan will go toward buying an existing, profitable restaurant. <br> Borrower added on 12/08/11 > The restaurant has the only internet cafe and microbrewery in town, capturing both morning and evening customers.<br><br> Borrower added on 12/09/11 > The restaurant has the only internet cafe and microbrewery in town, catering to morning, afternoon, and evening customers.<br>",small_business,Small Business Loan,982xx,WA,9.23,0,Nov-2003,1,,,4,0,5227,39,9,f,2809.61,2809.61,13272.34,13272.34,9190.38,4081.96,0,0,0,Jan-2016,271.14,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1050460,1281913,7000,7000,7000, 36 months,6.03,213.05,A,A1,Charles Hamilton ECA,6 years,RENT,29004,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050460,,other,Holiday,112xx,NY,8.15,0,Nov-2001,0,,,9,0,2885,58.9,25,f,0,0,7669.46260781,7669.46,7000,669.46,0,0,0,Dec-2014,215.31,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1052102,1283645,10000,10000,10000, 36 months,13.49,339.31,C,C1,ILLINOIS SEC OF STATE,5 years,RENT,60000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052102,"  Borrower added on 12/03/11 > TO PAY OFF HIGH INTEREST CREDIT CARDS.<br><br> Borrower added on 12/03/11 > CONSOLIDATION OF HIGH INTEREST CREDIT CARDS INTO ONE MONTHLY PAYMENT.<br><br><br> Borrower added on 12/03/11 > CONSOLIDATION OF HIGH INTEREST CREDIT CARDS WHICH WILL BE CLOSED, ACCORDINGLY.<br>",credit_card,REFI,600xx,IL,17.18,0,Jul-1983,2,,,9,0,22174,86.6,17,f,0,0,6446.45,6446.45,4766.08,1667.13,0,13.24,0,Jul-2013,339.31,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1031816,1261270,1600,1600,1600, 36 months,16.29,56.49,D,D1,,8 years,RENT,30000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031816,  Borrower added on 12/03/11 > pay off a high interest credit card<br>,debt_consolidation,credit cards,052xx,VT,16.84,1,Nov-1997,0,13,,9,0,6029,90,18,f,0,0,1955.19,1955.19,1600,355.19,0,0,0,Feb-2014,103.7,,Nov-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1052071,1283614,17200,17200,17200, 60 months,20.89,464.26,F,F1,Palm Beach County,10+ years,RENT,52000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052071,"  Borrower added on 12/05/11 > Beautiful days are here to stay, Have a wonderful day<br> Borrower added on 12/05/11 > good, getting hot, keep it flowing, hard times but getting better with all of you, thanks<br><br> Borrower added on 12/05/11 > Been on the job 27 years, in good standing with everyone, just need to clear up some debt and get reestablished, and purchase a property for first-time borrower, again thanks<br><br> Borrower added on 12/05/11 > I pay all my bills on time, and would make a good borrower of these funds, make enough to cover along with other everyday bills (monthly utilities). Gives me a fresh start and will be able to purchase a small home if given the opportunity to get this loan funded, thanks<br> Borrower added on 12/05/11 > I ask the investors trust in me to fund this loan, I promise there will be no late payments, as I have always paid my bills on time, Just need a new heads up starting over given the opportunity, Again, thanks to all the investors of this loan<br> Borrower added on 12/08/11 > Thanks to all investors, I look forward to this loan being fully funded, thanks for trusting me, it will be nice to finally own my &quot,First Home&quot,, again, thanks to the lenders that made this possible<br> Borrower added on 12/08/11 > The faster this loan is funded would be great, there is a property that is for sale now that I need to bid on, funding would be greatly appreciated before there is another offer, again thanks to the investors, thank you so much<br> Borrower added on 12/12/11 > This is for the investors of this loan, it will expire on Friday (12/16) and so far I havent gotten enough funding. I ask that you consider the importance of this loan to me and urge that the investors continue to fund this loan so that I can get the loan. Again, your trust in me will be great appreciated, thanks<br><br> Borrower added on 12/13/11 > Hoping to have this loan fully funded by Friday (12/16) because it expires then, need the loan to acquire property and pay off credit cards as stated before, thanks to the investors who have already contributed, but I need more faster in order for it to be approved, again thanks again for the opportunity<br>",house,House Loan,334xx,FL,7.06,0,Dec-2004,0,,,5,0,8190,96.4,6,f,4998.62,4998.62,22260.98,22260.98,12201.38,10059.6,0,0,0,Jan-2016,464.26,Jan-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1034572,1264157,12000,12000,12000, 60 months,11.71,265.18,B,B3,"Matrix Absence Management, Inc",2 years,MORTGAGE,45000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034572,,debt_consolidation,Debt Consolidation,853xx,AZ,17.87,0,Nov-1995,1,69,,7,0,7743,65.1,20,f,0,0,13517,13517,12000,1502.03,14.9683695174,0,0,Feb-2013,10346.55,,Feb-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1052063,1283606,7200,7200,7200, 36 months,11.71,238.15,B,B3,City of Quincy,8 years,MORTGAGE,55000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052063,,debt_consolidation,Debt Consolidation Loan,623xx,IL,7.57,0,Oct-1999,1,,,6,0,23006,93.9,13,f,0,0,8571.12747714,8571.13,7200,1371.13,0,0,0,Dec-2014,246.54,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1052061,1283604,12000,12000,12000, 36 months,14.27,411.71,C,C2,Old Republic National Title,1 year,RENT,70000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052061,,debt_consolidation,Debt Consolidation Loan,605xx,IL,19.94,0,Jan-1997,1,33,,16,0,21480,60.3,35,f,0,0,14817.0697822,14817.07,12000,2817.07,0,0,0,Dec-2014,425.42,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1050697,1282345,5000,5000,5000, 36 months,7.51,155.56,A,A3,Phoenix,7 years,MORTGAGE,50000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050697,,debt_consolidation,Debt Consolidation Loan,660xx,KS,16.7,0,Apr-1993,2,,,8,0,5889,36.8,25,f,0,0,5595.95770157,5595.96,5000,595.96,0,0,0,Oct-2014,471.58,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1051869,1283379,27300,27300,27250, 60 months,12.42,613.09,B,B4,Knott County Board of Education,10+ years,MORTGAGE,56000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051869,,debt_consolidation,debt consolidation,416xx,KY,20.19,0,Jun-1991,0,,,15,0,28997,41.4,43,f,6348.43,6336.77,30032.31,29977.36,20951.58,9080.73,0,0,0,Jan-2016,613.09,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1049803,1281007,8200,8200,8200, 36 months,6.62,251.77,A,A2,"S.L. King & Associates, Inc.",< 1 year,MORTGAGE,65000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1049803,  Borrower added on 12/03/11 > Loan to stop foreclosure on a property that has a small debt owed and a significant sale value with  a buyer.  Anticipated sale of the property is 3 - 4 months.<br>,small_business,Foreclosure Investment,301xx,GA,2.09,2,Dec-1983,0,22,,8,0,4683,22.4,20,f,0,0,9062.21580311,9062.22,8200,862.22,0,0,0,Dec-2014,262.75,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1050893,1282170,6000,6000,6000, 36 months,12.42,200.5,B,B4,harts hardware,7 years,OWN,26000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050893,,credit_card,credit loan,119xx,NY,26.68,0,Dec-2003,0,,,3,0,8887,96.6,15,f,0,0,7216.03725079,7216.04,6000,1216.04,0,0,0,Dec-2014,206.08,,Jan-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1048558,1279902,8000,8000,8000, 36 months,8.9,254.03,A,A5,Johnson&Johnson,10+ years,OWN,99000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1048558,,home_improvement,Home_Improvement Loan,194xx,PA,6.41,0,Mar-2006,2,,,5,0,3183,55.8,11,f,0,0,8333.79,8333.79,8000,333.79,0,0,0,Jun-2012,7066.28,,Jun-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1023228,1252052,20000,20000,20000, 36 months,9.91,644.5,B,B1,,10+ years,MORTGAGE,210000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1023228,,debt_consolidation,Debt Consolidation Loan,145xx,NY,17.86,0,Dec-1987,3,,,7,0,130920,90.3,25,f,0,0,21831.89,21831.89,20000,1831.89,0,0,0,Jan-2013,14107.19,,Jul-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1052008,1283540,10400,10400,10400, 60 months,16.77,257.19,D,D2,Union County Public Schools,5 years,MORTGAGE,56004,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052008,  Borrower added on 12/05/11 >  I plan to use this loan to replace my wooden privacy fence adding to my home's curb appeal once the real estate industry improves. I have a stable job and I have never been late with my mortgage. I take my financial responsibilities seriously and am working to rectify past financial mistakes.<br><br>,home_improvement,Home Improvement,282xx,NC,9.86,0,Feb-1994,1,35,,6,0,6825,54.2,25,f,2619.56,2619.56,12574.23,12574.23,7780.44,4793.79,0,0,0,Jan-2016,257.19,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051662,1282972,3600,3600,3600, 36 months,12.42,120.3,B,B4,Shaker Heights Public Library,2 years,RENT,37008,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051662,"  Borrower added on 12/05/11 > I would like to the money to pay off a financial obligation. I have never defaulted on any loans. I pay them off in a timely manner, as you can see in my credit report. I have been at my current job for 2 years and 8 months. <br>",other,Personal,440xx,OH,14.17,0,Jan-1987,2,,,13,0,15452,61.1,57,f,0,0,3810.46,3810.46,3600,210.46,0,0,0,Jun-2012,3210.19,,Aug-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1052012,1283544,5000,5000,5000, 36 months,6.03,152.18,A,A1,Georgia ports authority,10+ years,MORTGAGE,65000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052012,,debt_consolidation,Debt Consolidation Loan,314xx,GA,4.21,0,Jul-1995,0,,,7,0,1289,4.3,27,f,0,0,5443.3697142,5443.37,5000,443.37,0,0,0,Mar-2014,1388.77,,Mar-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051845,1283352,8000,8000,8000, 36 months,11.71,264.61,B,B3,"NES Overseas, LCC",3 years,MORTGAGE,140000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051845,  Borrower added on 12/03/11 > This money will be used purchase cattle and feed.<br>,other,Livestock Purchase,773xx,TX,9.84,0,Jul-1995,0,,,8,0,13943,96.2,18,f,0,0,9522.29993729,9522.3,8000,1522.3,0,0,0,Dec-2014,278.63,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051998,1283529,16000,16000,16000, 36 months,12.42,534.65,B,B4,CVS-Pharmacy,10+ years,MORTGAGE,120000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051998,,debt_consolidation,Credit Card Consolidation,480xx,MI,10.14,0,Sep-2000,1,47,,11,0,63829,52.6,26,f,0,0,18832.46,18832.46,16000,2832.46,0,0,0,Dec-2013,6555.53,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1047748,1278858,35000,35000,35000, 60 months,22.35,973.64,F,F5,Herbalife Intl,10+ years,MORTGAGE,115000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047748,"  Borrower added on 12/03/11 > How do I plan to use funds: Debt consolidation in order to get a better rate, speed pay repayment of debt and improve my credit rating.<br><br>What makes me a good borrower: Never late on payments, pays more than minimum about due, credit rating is very important to me, have a very stable job<br><br>My monthly budget: $3500 for mortgage, utilities, insurance, food and gas, $300 savings, $1000 for loan payments, $600 misc expenses<br><br>How stable is my job: Been with the same company for 12 years, company steadily growing, issues quarterly dividends<br><br>Thank you.<br>",debt_consolidation,DebtConsol,917xx,CA,17.24,0,Jun-1990,0,36,,17,0,54340,83.3,38,f,0,0,44637.99,44637.99,35000.01,9637.98,0,0,0,Apr-2013,30045.31,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051764,1283258,5000,5000,5000, 36 months,12.69,167.73,B,B5,Benihana,6 years,RENT,30000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051764,,debt_consolidation,Loan for all debt consolidation,331xx,FL,23.36,0,Aug-2000,1,,,8,0,6310,45.1,15,f,0,0,1090.18,1090.18,585.26,251.54,0,253.38,2.5,May-2012,167.73,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1032942,1262501,12000,12000,11950, 36 months,6.62,368.45,A,A2,R & H Industries DBA Best Electric,10+ years,MORTGAGE,52000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1032942,"  Borrower added on 12/05/11 >          Hey everyone, just wanting to get a loan so i can get my air conditioning/heater unit and ventilation replaced. This place ive heard through a friend and found it to have great rates on a loan especially compared to a bank i was wanting to get. <br>        I have been working for a stable company for about 18+ years now and i am a very responsible person when it comes to my credit obligations. <br>        Thank you for your time in looking at my application.<br>",home_improvement,"Heating, Ventilation, and Cooling (HVAC)",913xx,CA,1.43,0,Feb-1998,0,47,,8,0,2357,11.3,24,f,0,0,13261.2023786,13205.95,12000,1261.2,0,0,0,Dec-2014,388.33,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051720,1283038,2800,2800,2800, 36 months,7.51,87.12,A,A3,Hopkins Federal Savings Bank,3 years,RENT,27000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051720,"  Borrower added on 12/03/11 > I am looking for some assistance during the holiday season. I am never late on any of my payments, and am very dedicated to my job, which I have been at for 3 years. I will pay this loan off way before its due.  My monthly budget has more than enough room for this monthly payment, plus some. Thank you very much!<br> Borrower added on 12/03/11 > This loan is also to consolidate some bills to one monthly payment. This will help in a great way, be my secret santa and make our dreams come true!<br> Borrower added on 12/03/11 > Tax time is right around the corner, and  I just need a little extra cash to get me through until then. This loan will be one of the first things paid off!<br>",other,Christmas,212xx,MD,13.2,0,Aug-2001,1,,,6,0,8268,42.6,20,f,0,0,1042.68,1042.68,862.23,180.45,0,0,0,Dec-2012,87.12,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051709,1283026,12000,12000,12000, 36 months,12.69,402.54,B,B5,Jenny Plath,8 years,RENT,39996,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051709,,other,loan needed,100xx,NY,6.81,1,Nov-1997,0,16,,10,0,7056,35.5,14,f,0,0,14485.0445238,14485.04,12000,2485.04,0,0,0,Dec-2014,425.26,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051710,1283027,4000,4000,4000, 36 months,6.03,121.75,A,A1,Relax The Back,2 years,RENT,54000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051710,"  Borrower added on 12/05/11 > Hello Lenders, Thanks for the opportunity to pay off my auto loan. i have work hard and now i can see the light at the end of the tunnel. my credit means everything to me paying bills on time every time. once again thanks for the help. Happy Holidays and have a Happy New Year!!!<br>",debt_consolidation,Debt Free in 3 months,917xx,CA,17.53,2,Sep-1987,2,9,,8,0,2529,8.2,10,f,0,0,3643.22,3643.22,3163.54,365.65,0,114.03,1.1403,May-2014,121.75,,Nov-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1050684,1282331,7000,7000,7000, 36 months,8.9,222.28,A,A5,Furniture Row Companies,2 years,MORTGAGE,23000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050684,,debt_consolidation,"Consolidation, Lower Interest",648xx,MO,6,0,Jan-2006,0,48,,6,0,3763,28.7,7,f,0,0,7990.69189232,7990.69,7000,990.69,0,0,0,Sep-2014,886.05,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1011422,1238288,5600,5600,5600, 36 months,10.65,182.42,B,B2,,6 years,MORTGAGE,35000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1011422,,credit_card,Debt Consolidation,799xx,TX,13.69,0,Nov-2005,1,,,18,0,10305,29.8,29,f,0,0,6565.58951049,6565.59,5600,965.59,0,0,0,Dec-2014,186.87,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051694,1283010,12000,12000,11975, 60 months,19.91,317.33,E,E4,WIPRO,9 years,RENT,95000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051694,,credit_card,Get Better,232xx,VA,17.72,0,Feb-2004,0,,,9,0,14824,97.5,12,f,0,0,13010.53,12983.43,6859.77,6139.32,0,11.44,2.0592,May-2015,317.33,,Dec-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051513,1283201,18975,18975,18975, 60 months,19.91,501.78,E,E4,Franciscan System Services,5 years,RENT,45000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051513,"  Borrower added on 12/03/11 > With this loan I will pay off all the credit cards that I owe on except one.  I will be able to make this loan payment, my car payment and the one remaining credit card payment with no problem.  My overhead is low.  I would appreciate a lower interest rate, but this is better than what I am paying now.  My goal is to be debt free.<br>",debt_consolidation,502countdown,984xx,WA,24.53,0,Sep-2001,0,,,8,0,20659,97,15,f,0,0,24616.66,24616.66,18975,5641.66,0,0,0,Aug-2013,15089.48,,Jan-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051506,1283194,5000,5000,5000, 36 months,6.62,153.52,A,A2,Department of Veterans Affairs,10+ years,MORTGAGE,138000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051506,  Borrower added on 12/02/11 > Need these funds to consolidate three higher interest rate debts.  Thank you for your assistance.<br>,debt_consolidation,No Risk Loan,305xx,GA,1.49,0,Sep-1994,1,,,14,0,4672,2.6,38,f,0,0,5134.29,5134.29,5000,134.29,0,0,0,Aug-2012,63.62,,Aug-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051652,1282962,12000,12000,12000, 36 months,16.77,426.47,D,D2,Orbital Sciences Corporation,2 years,RENT,68500,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051652,,debt_consolidation,2012 Debt Consolidation,220xx,VA,19.5,2,Jun-1981,0,17,,12,0,13034,64.3,31,f,0,0,13372.6,13372.6,12000,1372.6,0,0,0,Sep-2012,9968.66,,Sep-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1048949,1280339,35000,35000,34975, 60 months,11.71,773.44,B,B3,Sterling Savings Bank,7 years,MORTGAGE,78000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1048949,,debt_consolidation,Debt Consolidation,992xx,WA,16.63,0,Jul-1991,0,,,10,0,28856,62.9,37,f,8039.17,8033.39,37883.74,37856.73,26960.83,10922.91,0,0,0,Jan-2016,773.44,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
